L2_orth,L2_ipa,L2_gloss,L2_etym
آذى,/(ʔ)aː.za/,"to harm, Synonyms: عَوَّر‎ (ʿawwar, “to cause an injury”),",
أبجورة,/(ʔ)abaˈd͡ʒoːra/,bedside lamp,
أبلة,/ʔabla/,"female teacher, Synonyms: معلمة‎, أستاذة‎, older sister",
أبله,/ʔablah/,"fool, idiot, Synonyms: أهبل‎, غبي‎, متخلف‎, معتوه‎",
أتسلق,/(ʔ)atsalːaɡ/,"to climb, ‏أتسلقت الشجرة‎atsallagt al-šajaraI climbed",
أتكلم,/(ʔ)atkalːam/,"to speak, talk, ‏قَعَد يتكلم معاه‎gaʿad yitkallam maʿāhe",
أحبك,/ʔaħubːak/,I love you (to a male),
أحبك,/ʔaħubːak/,I love you (to a female),
أخت,/ˈʔuxt/,sister,
أرخبيل,/ʔarxaˈbiːl/,archipelago,
أرقوز,/ʔaraˈɡoːz/,"clown, Synonym: مهرج‎ (muharrij).",
أزرق,/ʔazraɡ/,blue,
أزرق,/ʔazraɡ/,blue colored,
أسبوع,/usbuːʕ/,week,
أسطوانة,/ʔustˤuˈwaːna/,"cylinder, vinyl record",
أصباع,/ʔusˤˈbaːʕ/,"finger, toe",
أصنصير,/ʔasˤanˈsˤeːr/,"elevator, lift",
أغنية,/ʔuɣnija/,song,
أقادير,/ʔaˈɡaːdiːr/,"Agadir (a city in Souss-Massa, Morocco)",
أكرانيا,/ʔukraːnja/,Ukraine (a country in Europe),
ألبوم,/albuːm/,album,album
ألو,/alu/,hello (only when picking up the phone),
أملط,/amlatˤ/,"(vulgar) a man with a hairless face, Synonym: مُبَسْبِس‎",
أنة,/ʔanːa/,grandmother,
أنقليس,/ʔanɡaliːs/,eel,
أهو,/(ʔ)ahoː/,"There (it) is., Here (it) is., That is.",
أوحش,/ʔawħaʃ/,"to be missed, Synonyms: وحش‎ (waḥaš), اشتاق‎ (aštāg),",
أوربا,/ˈʔoːrubːa/,Europe,
أورپا,,Alternative spelling of أوربا‎,
أوسلو,/ˈʔoːslu/,Oslo (the capital city of Norway),
أوقست,/ˈʔoːɡast/,August,August
أڤكادو,/ʔavuˈkaːdu/,avocado,
إبتزاز,/ʔibtiˈzaːz/,blackmail,
إستونيا,/ʔisˈtoːnja/,Estonia (a country in Europe),
إسورة,/ʔiswara/,bracelet,
إسپانيا,/ispaːnja/,Spain (a country in Europe),
إلين,/ʔileːn/,"until, ‏من دحين إلين بعدين‎min daḥēn ʾilēn baʿdēnfrom",
إنقلترا,/inɡiltra/,England (a country in Europe),
إنقليزي,/inɡiˈliːzi/,"English, English language, Englishman",
إيش,/ʔeːʃ/,"what?, ‏إيش اسمك؟‎‎ (to a male) ― ʾēš ismak? ― What's",
إيقاع,/ʔiːˈɡaːʕ/,rhythm,
إيميل,/ʔiːmeːl/,email,email
إيوه,/ʔiːwa/,yes,
اتحمم,/atħamːam/,"to shower, Synonyms: استحمى‎ (astaḥamma), اتروش‎ (atrawwaš),",
احنا,/iħna/,we (subject pronoun),
استشوار,/istiʃwaːr/,"drying hair, verbal-noun of سِشْوَار‎ (sišwār), hair",
استفتاء,/istifˈtaːʔ/,referendum,
اسم,/isim/,name,
اشتاق,/aʃtaːɡ/,"to miss, Synonym: وحش‎ (waḥaš), ‏اشتاقوا لك‎‎aštāgōlakThey",
اشترى,/aʃtara/,to buy (“to obtain for money”),
اقتصاد,/iɡtiˈsˤaːd/,"economy, economics",
ال,/al/,the definite article; the,
البلقان,/albalˈɡaːn/,Balkans,
الظاهر,/azˤːaːhir/,"apparently, ‏الظاهر إنَّك مَنْتَ فاهم.‎‎aẓ-ẓāhir innak",
العراق,/alʕiraːɡ/,Iraq (a country in Asia),
الله,/aɫːaː/,(monotheism) God,
